Generación,Fitness Promedio,Mejor Fitness,Cromosoma
4,612.80,942.96,2.68, 5.31, 7.06, 1.16, 0.01, 2.39, 5.52, 4.13, 9.39, 8.61, 1.62, 2.17, 6.02, 7.71, 7.56, 7.38, 6.59, 2.58, 2.59, 0.32, 7.25, 7.14, 5.37, 7.28, 3.89, 4.92, 6.12, 2.94, 6.82, 3.59, 3.84, 0.06, 1.41, 6.93, 5.31, 3.00, 7.66, 9.80, 5.17, 0.41, 0.97, 4.03, 1.93, 6.41, 7.07, 8.14, 4.23, 9.86, 8.41, 4.86
5,739.45,996.59,1.31, 2.55, 5.83, 1.59, 9.43, 2.39, 5.52, 2.87, 9.39, 3.07, 2.43, 4.94, 6.94, 2.57, 7.56, 7.20, 6.59, 9.85, 2.59, 4.71, 7.25, 0.64, 5.37, 1.75, 3.89, 4.92, 2.28, 5.02, 6.82, 3.27, 5.61, 3.96, 8.17, 6.93, 3.41, 8.58, 7.66, 0.42, 5.17, 0.41, 0.97, 2.84, 2.49, 6.02, 7.70, 4.62, 4.77, 6.20, 8.67, 4.50
6,681.95,996.59,1.31, 2.55, 5.83, 1.59, 9.43, 2.39, 5.52, 2.87, 9.39, 3.07, 2.43, 4.94, 6.94, 2.57, 7.56, 7.20, 6.59, 9.85, 2.59, 4.71, 7.25, 0.64, 5.37, 1.75, 3.89, 4.92, 2.28, 5.02, 6.82, 3.27, 5.61, 3.96, 8.17, 6.93, 3.41, 8.58, 7.66, 0.42, 5.17, 0.41, 0.97, 2.84, 2.49, 6.02, 7.70, 4.62, 4.77, 6.20, 8.67, 4.50
7,648.00,825.00,1.70, 2.55, 1.34, 2.67, 5.66, 2.39, 3.92, 2.87, 1.95, 1.41, 2.43, 6.58, 1.09, 2.57, 3.37, 7.20, 7.83, 9.85, 0.82, 3.28, 4.60, 0.33, 7.00, 1.78, 4.56, 5.36, 5.78, 3.04, 4.82, 8.59, 3.13, 8.00, 5.23, 6.93, 1.17, 3.00, 0.54, 9.80, 5.17, 0.41, 0.97, 9.33, 1.31, 6.41, 0.30, 8.31, 4.23, 9.86, 9.76, 3.19
8,614.00,845.00,1.31, 8.71, 5.83, 7.31, 4.42, 2.42, 2.16, 8.61, 0.30, 4.47, 4.38, 0.88, 6.94, 2.57, 6.02, 4.13, 4.19, 9.85, 0.76, 7.52, 1.00, 0.83, 3.40, 0.78, 7.65, 6.47, 5.32, 8.57, 9.32, 8.59, 3.13, 8.00, 5.23, 6.93, 1.17, 3.00, 0.54, 9.80, 5.17, 0.41, 0.97, 9.33, 1.31, 6.41, 0.30, 8.31, 4.23, 9.86, 9.76, 3.19
9,627.50,825.00,2.25, 7.97, 7.06, 0.18, 0.93, 2.39, 4.52, 2.87, 9.39, 3.07, 2.43, 4.94, 6.94, 2.57, 7.56, 7.20, 6.59, 9.85, 2.59, 4.71, 7.25, 0.64, 5.37, 1.75, 3.89, 4.92, 2.28, 5.02, 6.82, 3.27, 5.61, 3.96, 8.17, 6.93, 3.41, 8.58, 7.66, 0.42, 5.17, 0.41, 0.97, 2.84, 2.49, 6.02, 7.70, 4.62, 4.77, 6.20, 8.67, 4.50
10,602.50,760.00,1.31, 2.55, 5.83, 1.59, 9.43, 2.39, 5.52, 2.87, 9.39, 3.07, 1.62, 2.17, 6.02, 7.71, 7.56, 7.38, 6.59, 8.07, 1.16, 6.99, 1.26, 7.15, 5.37, 7.28, 3.89, 3.04, 6.12, 0.56, 6.82, 3.59, 3.48, 4.35, 8.17, 6.93, 3.41, 3.00, 0.54, 9.80, 5.17, 0.41, 0.97, 2.84, 2.49, 8.90, 0.76, 9.25, 4.23, 3.24, 4.24, 4.50
11,680.50,825.00,1.31, 6.78, 9.22, 7.33, 6.18, 6.78, 0.66, 7.66, 1.95, 1.73, 0.24, 5.95, 9.91, 9.88, 7.56, 0.67, 2.72, 9.85, 8.06, 4.71, 3.71, 4.95, 2.93, 1.75, 8.82, 3.41, 2.59, 5.57, 6.82, 1.01, 6.98, 9.58, 1.27, 2.26, 4.00, 1.69, 0.72, 8.34, 5.83, 8.01, 0.97, 6.69, 1.31, 3.67, 6.35, 0.44, 3.18, 4.70, 9.83, 5.96
12,757.30,982.96,2.68, 5.31, 7.06, 1.16, 0.01, 2.39, 5.52, 4.13, 9.39, 8.61, 1.62, 2.17, 6.02, 7.71, 7.56, 7.38, 6.59, 8.07, 1.16, 6.99, 1.26, 7.15, 5.37, 7.28, 3.89, 3.41, 2.59, 8.46, 5.29, 6.03, 2.77, 2.50, 3.43, 6.32, 2.95, 3.39, 0.54, 5.05, 3.07, 5.92, 7.45, 0.68, 1.31, 6.41, 1.14, 3.89, 4.40, 9.86, 0.99, 3.19
13,565.50,820.00,1.31, 2.55, 5.83, 1.59, 9.43, 2.39, 5.52, 2.87, 9.39, 3.07, 1.62, 2.17, 6.02, 7.71, 7.56, 7.38, 6.59, 8.07, 3.54, 6.74, 1.26, 7.15, 0.62, 9.94, 5.01, 3.04, 6.12, 0.58, 0.44, 5.98, 0.99, 1.59, 8.17, 1.01, 3.41, 8.86, 0.54, 6.04, 5.17, 5.92, 0.97, 2.84, 1.31, 6.41, 6.43, 7.40, 4.23, 9.86, 9.83, 6.30
