Generacion,MejorFitness,PromFitness,Diversidad,Convergencia,GolesFavor,GolesContra,CpuPercent,MemMB,TimeSec,SlurmJobID,OSName,OSArch,OSVersion,SysCores,SysLoad,SysFreeMemMB,SysTotalMemMB
742,9590.2880,7129.2114,0.9300,21.9107,1,11,65.03,432.33,11179.49,local,Mac OS X,aarch64,15.2,8,9.74,70.47,8192.00
743,9590.2880,7180.5251,0.9300,51.3137,1,11,64.22,321.32,11194.01,local,Mac OS X,aarch64,15.2,8,9.81,61.77,8192.00
744,9590.2880,7276.8046,0.9600,96.2795,1,11,63.34,453.84,11207.68,local,Mac OS X,aarch64,15.2,8,9.59,76.25,8192.00
745,9590.2880,7280.2825,0.9500,3.4779,1,11,64.40,316.14,11221.86,local,Mac OS X,aarch64,15.2,8,9.65,78.28,8192.00
746,9590.2880,7405.3184,0.9300,125.0359,1,11,62.32,547.80,11235.59,local,Mac OS X,aarch64,15.2,8,8.96,63.64,8192.00
747,9590.2880,7469.6256,0.9500,64.3073,1,11,65.12,426.23,11249.75,local,Mac OS X,aarch64,15.2,8,8.49,60.80,8192.00
748,9590.2880,7402.9208,0.9400,66.7048,1,11,64.00,365.53,11263.62,local,Mac OS X,aarch64,15.2,8,8.00,84.52,8192.00
749,9590.2880,7489.6469,0.9500,86.7260,1,11,62.15,281.33,11278.03,local,Mac OS X,aarch64,15.2,8,7.78,136.31,8192.00
750,9590.2880,7334.6900,0.9600,154.9569,1,11,65.11,388.64,11292.30,local,Mac OS X,aarch64,15.2,8,8.94,73.91,8192.00
751,9590.2880,7467.9083,0.9500,133.2183,1,11,64.62,416.34,11306.74,local,Mac OS X,aarch64,15.2,8,8.78,98.09,8192.00
752,9590.2880,7071.1346,0.9900,396.7736,1,11,65.23,278.64,11321.44,local,Mac OS X,aarch64,15.2,8,9.69,83.61,8192.00
753,9590.2880,7095.4614,0.9300,24.3268,1,11,65.35,539.48,11335.82,local,Mac OS X,aarch64,15.2,8,9.76,68.25,8192.00
754,9590.2880,7270.2083,0.9100,174.7469,1,11,64.23,358.90,11350.64,local,Mac OS X,aarch64,15.2,8,9.72,96.56,8192.00
755,9590.2880,7204.7179,0.9600,65.4904,1,11,64.32,226.76,11364.96,local,Mac OS X,aarch64,15.2,8,9.49,80.41,8192.00
756,9590.2880,7503.4157,0.9700,298.6978,1,11,64.22,408.50,11379.59,local,Mac OS X,aarch64,15.2,8,9.02,78.00,8192.00
757,9590.2880,7329.1619,0.9700,174.2538,1,11,65.12,292.44,11393.72,local,Mac OS X,aarch64,15.2,8,9.06,63.73,8192.00
758,9590.2880,7120.9838,0.9400,208.1781,1,11,63.18,535.18,11408.15,local,Mac OS X,aarch64,15.2,8,8.64,85.39,8192.00
759,9590.2880,6970.4716,0.9700,150.5123,1,11,64.92,562.18,11422.31,local,Mac OS X,aarch64,15.2,8,8.92,91.05,8192.00
760,9590.2880,7072.8412,0.9600,102.3696,1,11,63.82,232.56,11436.93,local,Mac OS X,aarch64,15.2,8,8.41,105.45,8192.00
761,9590.2880,7229.5633,0.9100,156.7221,1,11,62.70,529.38,11451.24,local,Mac OS X,aarch64,15.2,8,8.84,75.23,8192.00
762,9590.2880,7234.3638,0.9100,4.8005,1,11,63.61,568.70,11465.80,local,Mac OS X,aarch64,15.2,8,9.28,62.77,8192.00
763,9590.2880,7046.8224,0.9100,187.5414,1,11,63.00,264.58,11480.03,local,Mac OS X,aarch64,15.2,8,9.42,65.48,8192.00
764,9590.2880,6994.7724,0.9100,52.0500,1,11,61.90,234.89,11494.18,local,Mac OS X,aarch64,15.2,8,9.78,69.14,8192.00
765,9590.2880,7054.2632,0.9000,59.4907,1,11,63.62,302.12,11508.24,local,Mac OS X,aarch64,15.2,8,8.94,74.58,8192.00
766,9590.2880,6878.0168,0.8900,176.2464,1,11,64.59,467.97,11522.71,local,Mac OS X,aarch64,15.2,8,9.72,67.80,8192.00
767,9590.2880,6775.2951,0.9500,102.7216,1,11,64.98,334.31,11536.87,local,Mac OS X,aarch64,15.2,8,9.62,71.38,8192.00
768,9590.2880,6902.3219,0.9400,127.0267,1,11,65.87,569.64,11551.35,local,Mac OS X,aarch64,15.2,8,9.24,74.23,8192.00
769,9590.2880,6973.0910,0.9400,70.7692,1,11,64.15,503.85,11565.57,local,Mac OS X,aarch64,15.2,8,9.43,71.14,8192.00
770,9590.2880,6985.8853,0.9500,12.7943,1,11,64.50,394.67,11579.90,local,Mac OS X,aarch64,15.2,8,8.14,60.95,8192.00
771,9590.2880,7096.5729,0.9600,110.6875,1,11,63.25,240.55,11593.99,local,Mac OS X,aarch64,15.2,8,8.64,65.03,8192.00
772,9590.2880,7056.2082,0.9400,40.3647,1,11,62.66,540.37,11608.38,local,Mac OS X,aarch64,15.2,8,8.60,61.03,8192.00
773,9590.2880,7154.3342,0.9200,98.1261,1,11,59.65,488.13,11623.47,local,Mac OS X,aarch64,15.2,8,8.39,171.94,8192.00
774,9590.2880,7249.6625,0.9600,95.3282,1,11,62.92,312.46,11637.97,local,Mac OS X,aarch64,15.2,8,8.48,147.56,8192.00
775,9590.2880,7069.8027,0.9400,179.8598,1,11,63.87,333.23,11652.38,local,Mac OS X,aarch64,15.2,8,8.26,75.41,8192.00
776,9590.2880,7046.1776,0.9500,23.6252,1,11,60.68,298.01,11667.31,local,Mac OS X,aarch64,15.2,8,8.45,56.44,8192.00
777,9590.2880,6919.5400,0.9600,126.6375,1,11,65.09,474.73,11681.85,local,Mac OS X,aarch64,15.2,8,9.82,69.17,8192.00
778,9590.2880,6913.4804,0.9100,6.0596,1,11,64.28,280.65,11696.55,local,Mac OS X,aarch64,15.2,8,9.81,109.58,8192.00
779,9590.2880,6922.3349,0.9500,8.8544,1,11,63.43,439.96,11711.28,local,Mac OS X,aarch64,15.2,8,10.06,70.88,8192.00
780,9590.2880,6917.3254,0.9000,5.0095,1,11,63.73,306.25,11726.10,local,Mac OS X,aarch64,15.2,8,9.66,68.61,8192.00
781,9590.2880,7086.8978,0.9400,169.5724,1,11,60.42,289.00,11740.78,local,Mac OS X,aarch64,15.2,8,9.39,102.63,8192.00
782,9590.2880,6959.1536,0.9700,127.7442,1,11,63.07,471.73,11755.15,local,Mac OS X,aarch64,15.2,8,8.27,58.36,8192.00
783,9590.2880,6881.2126,0.9700,77.9410,1,11,61.82,384.53,11770.40,local,Mac OS X,aarch64,15.2,8,8.54,96.70,8192.00
784,9590.2880,6964.8316,0.9600,83.6190,1,11,63.90,251.91,11784.56,local,Mac OS X,aarch64,15.2,8,8.20,64.47,8192.00
785,9590.2880,6983.8930,0.9400,19.0614,1,11,63.15,492.71,11799.18,local,Mac OS X,aarch64,15.2,8,8.00,65.84,8192.00
786,9590.2880,7000.8571,0.9500,16.9641,1,11,64.18,475.03,11813.26,local,Mac OS X,aarch64,15.2,8,8.54,100.91,8192.00
787,9590.2880,6977.9450,0.9600,22.9121,1,11,60.52,469.85,11828.35,local,Mac OS X,aarch64,15.2,8,9.02,71.55,8192.00
788,9590.2880,6966.8287,0.9600,11.1162,1,11,64.28,500.11,11842.35,local,Mac OS X,aarch64,15.2,8,8.81,81.55,8192.00
789,9590.2880,7002.2561,0.9600,35.4274,1,11,59.43,552.44,11857.84,local,Mac OS X,aarch64,15.2,8,9.31,98.38,8192.00
790,9590.2880,7322.0526,0.9700,319.7966,1,11,62.00,461.22,11872.04,local,Mac OS X,aarch64,15.2,8,10.75,62.88,8192.00
791,9590.2880,7397.8012,0.9100,75.7486,1,11,61.23,312.98,11886.15,local,Mac OS X,aarch64,15.2,8,10.06,71.08,8192.00
792,9590.2880,7284.2786,0.9600,113.5226,1,11,64.82,418.74,11900.49,local,Mac OS X,aarch64,15.2,8,9.44,109.00,8192.00
793,9590.2880,7305.8025,0.9600,21.5239,1,11,63.95,485.52,11914.77,local,Mac OS X,aarch64,15.2,8,9.15,65.31,8192.00
794,9590.2880,7117.2743,0.9800,188.5282,1,11,63.97,289.92,11928.73,local,Mac OS X,aarch64,15.2,8,9.53,93.98,8192.00
795,9590.2880,7052.7885,0.9500,64.4859,1,11,63.36,513.35,11943.06,local,Mac OS X,aarch64,15.2,8,9.72,71.56,8192.00
796,9590.2880,7212.7606,0.9200,159.9722,1,11,64.79,355.53,11957.12,local,Mac OS X,aarch64,15.2,8,8.93,76.14,8192.00
797,9590.2880,7258.1344,0.9900,45.3737,1,11,64.04,250.36,11971.73,local,Mac OS X,aarch64,15.2,8,9.72,62.81,8192.00
798,9590.2880,7264.9251,0.9500,6.7907,1,11,65.06,502.08,11985.77,local,Mac OS X,aarch64,15.2,8,8.30,66.42,8192.00
799,9590.2880,7144.1748,0.9400,120.7502,1,11,62.61,507.53,12000.14,local,Mac OS X,aarch64,15.2,8,8.25,62.30,8192.00
800,9590.2880,7258.3451,0.9500,114.1703,1,11,65.92,535.26,12014.15,local,Mac OS X,aarch64,15.2,8,8.35,67.31,8192.00
801,9590.2880,7395.3170,0.9500,136.9719,1,11,62.89,431.91,12028.23,local,Mac OS X,aarch64,15.2,8,8.51,86.03,8192.00
802,9590.2880,7112.6265,0.9400,282.6905,1,11,63.73,468.76,12042.14,local,Mac OS X,aarch64,15.2,8,8.61,76.13,8192.00
803,9590.2880,7337.8340,0.9200,225.2075,1,11,63.31,507.75,12056.58,local,Mac OS X,aarch64,15.2,8,9.03,81.42,8192.00
804,9590.2880,7196.6369,0.9200,141.1971,1,11,62.69,254.72,12071.10,local,Mac OS X,aarch64,15.2,8,8.74,138.86,8192.00
805,9590.2880,7164.9246,0.9300,31.7123,1,11,63.78,373.88,12085.10,local,Mac OS X,aarch64,15.2,8,8.60,71.56,8192.00
806,9590.2880,7252.0851,0.9200,87.1605,1,11,63.83,512.07,12099.59,local,Mac OS X,aarch64,15.2,8,8.95,157.38,8192.00
807,9590.2880,7084.2942,0.9600,167.7908,1,11,62.69,343.85,12113.81,local,Mac OS X,aarch64,15.2,8,9.17,157.55,8192.00
808,9590.2880,7122.1092,0.9200,37.8150,1,11,62.16,486.80,12128.25,local,Mac OS X,aarch64,15.2,8,10.03,87.84,8192.00
809,9590.2880,7021.6453,0.9300,100.4640,1,11,63.45,422.95,12142.08,local,Mac OS X,aarch64,15.2,8,9.11,69.66,8192.00
810,9590.2880,6855.5112,0.9200,166.1341,1,11,63.86,433.79,12156.35,local,Mac OS X,aarch64,15.2,8,8.62,58.72,8192.00
811,9590.2880,6967.7954,0.9400,112.2842,1,11,62.94,318.08,12170.28,local,Mac OS X,aarch64,15.2,8,9.21,79.38,8192.00
812,9590.2880,7007.2635,0.9200,39.4681,1,11,62.00,310.36,12184.53,local,Mac OS X,aarch64,15.2,8,10.04,64.88,8192.00
813,9590.2880,7282.5637,0.9200,275.3002,1,11,63.67,556.58,12198.47,local,Mac OS X,aarch64,15.2,8,10.56,136.86,8192.00
814,9590.2880,7065.9816,0.9200,216.5821,1,11,62.17,400.34,12212.24,local,Mac OS X,aarch64,15.2,8,9.49,61.56,8192.00
815,9590.2880,7045.8474,0.9300,20.1342,1,11,64.12,449.18,12225.95,local,Mac OS X,aarch64,15.2,8,8.67,76.70,8192.00
816,9590.2880,7136.2857,0.9400,90.4382,1,11,62.38,475.43,12239.96,local,Mac OS X,aarch64,15.2,8,9.19,69.66,8192.00
817,9590.2880,6980.6213,0.9400,155.6644,1,11,63.64,287.73,12253.87,local,Mac OS X,aarch64,15.2,8,7.92,104.05,8192.00
818,9590.2880,7171.8351,0.9100,191.2138,1,11,61.73,342.67,12267.75,local,Mac OS X,aarch64,15.2,8,8.32,65.27,8192.00
819,9590.2880,7192.9943,0.9500,21.1592,1,11,62.14,434.99,12281.47,local,Mac OS X,aarch64,15.2,8,7.84,56.66,8192.00
820,9590.2880,7055.2884,0.9700,137.7059,1,11,63.97,567.68,12295.13,local,Mac OS X,aarch64,15.2,8,7.39,73.98,8192.00
821,9590.2880,7155.9919,0.9400,100.7035,1,11,63.09,422.45,12309.41,local,Mac OS X,aarch64,15.2,8,7.56,70.36,8192.00
822,9590.2880,7055.2726,0.9300,100.7192,1,11,64.09,381.86,12323.11,local,Mac OS X,aarch64,15.2,8,8.18,74.69,8192.00
823,9590.2880,7082.0873,0.9500,26.8147,1,11,62.33,247.09,12337.04,local,Mac OS X,aarch64,15.2,8,8.73,66.64,8192.00
824,9590.2880,7137.0259,0.9800,54.9386,1,11,58.79,281.51,12352.20,local,Mac OS X,aarch64,15.2,8,8.41,68.38,8192.00
825,9590.2880,7089.9129,0.9500,47.1130,1,11,59.46,435.83,12367.42,local,Mac OS X,aarch64,15.2,8,9.37,61.66,8192.00
826,9590.2880,7166.7653,0.9200,76.8524,1,11,63.50,443.65,12380.92,local,Mac OS X,aarch64,15.2,8,9.63,62.56,8192.00
827,9590.2880,6991.6144,0.9800,175.1510,1,11,60.20,467.87,12395.71,local,Mac OS X,aarch64,15.2,8,9.34,175.45,8192.00
828,9590.2880,6906.8582,0.9600,84.7562,1,11,62.28,249.44,12409.52,local,Mac OS X,aarch64,15.2,8,9.53,88.52,8192.00
829,9590.2880,6914.2628,0.9600,7.4046,1,11,62.35,332.59,12423.54,local,Mac OS X,aarch64,15.2,8,9.29,76.75,8192.00
830,9590.2880,6897.7691,0.9300,16.4937,1,11,62.83,525.77,12437.25,local,Mac OS X,aarch64,15.2,8,9.23,63.91,8192.00
831,9590.2880,6990.5448,0.9100,92.7758,1,11,63.50,375.83,12451.06,local,Mac OS X,aarch64,15.2,8,8.85,78.63,8192.00
832,9590.2880,7131.9013,0.9400,141.3565,1,11,65.27,329.84,12464.73,local,Mac OS X,aarch64,15.2,8,9.24,72.78,8192.00
833,9590.2880,7207.9819,0.9600,76.0806,1,11,63.18,554.69,12478.47,local,Mac OS X,aarch64,15.2,8,10.19,63.47,8192.00
834,9590.2880,7131.0919,0.9500,76.8900,1,11,63.91,480.00,12492.08,local,Mac OS X,aarch64,15.2,8,8.92,77.56,8192.00
835,9590.2880,6879.5004,0.9700,251.5915,1,11,63.05,515.84,12505.47,local,Mac OS X,aarch64,15.2,8,8.25,61.77,8192.00
836,9590.2880,7012.3759,0.9300,132.8756,1,11,61.21,484.23,12519.42,local,Mac OS X,aarch64,15.2,8,8.30,85.09,8192.00
837,9590.2880,7002.0116,0.9400,10.3643,1,11,61.35,414.04,12532.73,local,Mac OS X,aarch64,15.2,8,8.03,67.53,8192.00
838,9590.2880,7070.2114,0.9100,68.1999,1,11,62.55,363.85,12546.37,local,Mac OS X,aarch64,15.2,8,7.82,73.47,8192.00
839,9590.2880,7086.8669,0.9500,16.6555,1,11,61.69,300.11,12559.71,local,Mac OS X,aarch64,15.2,8,8.37,74.14,8192.00
840,9590.2880,7153.7619,0.9300,66.8949,1,11,62.40,366.46,12573.71,local,Mac OS X,aarch64,15.2,8,7.87,69.42,8192.00
841,9590.2880,7203.9317,0.9600,50.1698,1,11,63.15,559.20,12587.52,local,Mac OS X,aarch64,15.2,8,6.76,66.63,8192.00
842,9590.2880,7193.0947,0.9200,10.8370,1,11,61.50,555.29,12601.02,local,Mac OS X,aarch64,15.2,8,6.88,61.98,8192.00
843,9590.2880,7068.3313,0.9700,124.7633,1,11,62.37,490.47,12615.10,local,Mac OS X,aarch64,15.2,8,6.78,66.67,8192.00
844,9590.2880,7276.9672,0.9900,208.6358,1,11,63.27,305.47,12629.09,local,Mac OS X,aarch64,15.2,8,8.05,74.58,8192.00
845,9590.2880,7343.7739,0.9700,66.8067,1,11,62.03,477.45,12642.69,local,Mac OS X,aarch64,15.2,8,8.19,68.80,8192.00
846,9590.2880,7226.7697,0.9500,117.0042,1,11,63.36,405.72,12656.23,local,Mac OS X,aarch64,15.2,8,9.17,64.31,8192.00
847,9590.2880,7223.7265,0.9500,3.0432,1,11,63.79,567.58,12669.76,local,Mac OS X,aarch64,15.2,8,8.43,83.22,8192.00
848,9590.2880,6984.9757,0.9800,238.7507,1,11,64.18,358.87,12683.46,local,Mac OS X,aarch64,15.2,8,8.57,64.48,8192.00
849,9590.2880,7042.6526,0.9700,57.6769,1,11,63.64,405.07,12697.51,local,Mac OS X,aarch64,15.2,8,8.26,63.83,8192.00
850,9590.2880,7045.4751,0.9700,2.8225,1,11,63.69,400.98,12710.97,local,Mac OS X,aarch64,15.2,8,9.23,75.59,8192.00
851,9590.2880,7054.8918,0.9500,9.4166,1,11,59.77,419.41,12725.09,local,Mac OS X,aarch64,15.2,8,9.59,125.53,8192.00
852,9590.2880,7257.2317,0.9500,202.3399,1,11,63.25,504.58,12738.76,local,Mac OS X,aarch64,15.2,8,7.97,66.50,8192.00
853,9590.2880,7487.8089,0.9600,230.5772,1,11,61.45,459.26,12752.55,local,Mac OS X,aarch64,15.2,8,8.62,65.58,8192.00
854,9590.2880,7389.4432,0.9300,98.3657,1,11,60.61,423.50,12765.77,local,Mac OS X,aarch64,15.2,8,9.23,68.11,8192.00
855,9590.2880,7167.0040,0.9300,222.4393,1,11,63.47,262.30,12779.14,local,Mac OS X,aarch64,15.2,8,9.38,64.86,8192.00
856,9590.2880,7293.1772,0.9300,126.1733,1,11,63.14,519.13,12792.72,local,Mac OS X,aarch64,15.2,8,8.49,68.11,8192.00
857,9590.2880,7157.9943,0.9600,135.1830,1,11,61.14,429.03,12806.87,local,Mac OS X,aarch64,15.2,8,8.39,60.38,8192.00
858,9590.2880,7222.7318,0.9600,64.7376,1,11,64.14,417.33,12820.69,local,Mac OS X,aarch64,15.2,8,8.48,64.61,8192.00
859,9590.2880,6914.6266,0.9500,308.1053,1,11,63.79,407.68,12834.12,local,Mac OS X,aarch64,15.2,8,9.30,61.02,8192.00
860,9590.2880,6863.1291,0.9700,51.4975,1,11,63.89,535.98,12848.28,local,Mac OS X,aarch64,15.2,8,8.20,69.69,8192.00
861,9590.2880,6886.9923,0.9400,23.8632,1,11,63.63,367.74,12862.07,local,Mac OS X,aarch64,15.2,8,7.99,81.92,8192.00
862,9590.2880,6978.2875,0.9300,91.2952,1,11,62.07,472.07,12876.34,local,Mac OS X,aarch64,15.2,8,8.45,60.55,8192.00
863,9590.2880,6980.2299,0.9400,1.9423,1,11,63.08,285.38,12890.11,local,Mac OS X,aarch64,15.2,8,9.45,83.14,8192.00
864,9590.2880,6865.3579,0.9100,114.8720,1,11,60.14,322.93,12903.95,local,Mac OS X,aarch64,15.2,8,9.42,95.31,8192.00
865,9590.2880,7063.4924,0.9200,198.1345,1,11,62.16,413.98,12917.44,local,Mac OS X,aarch64,15.2,8,9.35,62.97,8192.00
866,9590.2880,6988.5803,0.9600,74.9121,1,11,63.58,564.28,12931.12,local,Mac OS X,aarch64,15.2,8,9.68,70.19,8192.00
867,9590.2880,6791.8785,0.9600,196.7018,1,11,61.95,341.50,12944.50,local,Mac OS X,aarch64,15.2,8,9.42,106.73,8192.00
868,9590.2880,6953.2730,0.9100,161.3945,1,11,62.22,413.26,12958.71,local,Mac OS X,aarch64,15.2,8,8.99,60.52,8192.00
869,9590.2880,7112.8236,0.9300,159.5506,1,11,61.92,523.68,12972.10,local,Mac OS X,aarch64,15.2,8,8.84,70.27,8192.00
870,9590.2880,7043.2445,0.9600,69.5791,1,11,64.21,397.01,12985.41,local,Mac OS X,aarch64,15.2,8,7.79,78.97,8192.00
871,9590.2880,7134.2271,0.9600,90.9826,1,11,63.16,403.78,12999.47,local,Mac OS X,aarch64,15.2,8,7.49,67.67,8192.00
872,9590.2880,7026.8052,0.9400,107.4219,1,11,64.87,470.52,13013.03,local,Mac OS X,aarch64,15.2,8,7.74,62.27,8192.00
873,9590.2880,6954.0704,0.9800,72.7348,1,11,60.51,297.90,13027.62,local,Mac OS X,aarch64,15.2,8,8.16,121.47,8192.00
874,9590.2880,7051.9887,0.9700,97.9183,1,11,63.73,437.72,13041.22,local,Mac OS X,aarch64,15.2,8,7.91,82.08,8192.00
875,9590.2880,7020.9267,0.9500,31.0620,1,11,63.69,308.03,13055.41,local,Mac OS X,aarch64,15.2,8,8.04,82.98,8192.00
876,9590.2880,7087.4666,0.9600,66.5399,1,11,63.09,353.31,13069.01,local,Mac OS X,aarch64,15.2,8,7.79,92.63,8192.00
877,9590.2880,7031.9702,0.9200,55.4964,1,11,62.59,485.15,13083.04,local,Mac OS X,aarch64,15.2,8,8.88,73.47,8192.00
878,9590.2880,7073.5438,0.9500,41.5736,1,11,61.94,517.85,13096.69,local,Mac OS X,aarch64,15.2,8,9.42,58.59,8192.00
879,9590.2880,7199.7711,0.9400,126.2273,1,11,64.00,389.79,13110.75,local,Mac OS X,aarch64,15.2,8,9.34,77.44,8192.00
880,9590.2880,7018.1250,0.9300,181.6461,1,11,62.25,513.08,13124.34,local,Mac OS X,aarch64,15.2,8,8.83,60.75,8192.00
881,9590.2880,7123.1114,0.9300,104.9863,1,11,64.54,310.38,13138.46,local,Mac OS X,aarch64,15.2,8,8.67,61.64,8192.00
882,9590.2880,7032.8111,0.9600,90.3002,1,11,62.85,538.19,13152.14,local,Mac OS X,aarch64,15.2,8,9.12,63.09,8192.00
883,9590.2880,6869.4381,0.9400,163.3730,1,11,65.13,377.52,13166.15,local,Mac OS X,aarch64,15.2,8,9.16,71.20,8192.00
884,9590.2880,6907.6660,0.9500,38.2278,1,11,62.05,332.35,13180.08,local,Mac OS X,aarch64,15.2,8,8.11,87.22,8192.00
885,9590.2880,6942.6419,0.9300,34.9759,1,11,64.88,461.13,13193.92,local,Mac OS X,aarch64,15.2,8,8.11,62.75,8192.00
886,9590.2880,6737.9752,0.9600,204.6667,1,11,63.87,293.43,13208.19,local,Mac OS X,aarch64,15.2,8,8.09,61.67,8192.00
887,9590.2880,6913.1192,0.9200,175.1440,1,11,63.57,490.77,13222.01,local,Mac OS X,aarch64,15.2,8,9.16,56.47,8192.00
888,9590.2880,6764.6837,0.9600,148.4355,1,11,63.57,476.62,13236.44,local,Mac OS X,aarch64,15.2,8,9.98,63.13,8192.00
889,9590.2880,6956.7314,0.9700,192.0477,1,11,64.00,324.43,13250.40,local,Mac OS X,aarch64,15.2,8,9.57,83.67,8192.00
890,9590.2880,6962.0000,0.9400,5.2687,1,11,64.49,293.74,13264.70,local,Mac OS X,aarch64,15.2,8,9.09,78.67,8192.00
891,9590.2880,7167.3707,0.9500,205.3707,1,11,63.24,419.46,13278.42,local,Mac OS X,aarch64,15.2,8,8.86,60.91,8192.00
892,9590.2880,7153.5106,0.9600,13.8601,1,11,64.66,514.86,13292.76,local,Mac OS X,aarch64,15.2,8,8.80,81.22,8192.00
893,9590.2880,7150.5348,0.9100,2.9758,1,11,65.05,496.62,13306.62,local,Mac OS X,aarch64,15.2,8,8.68,72.09,8192.00
894,9590.2880,7191.1546,0.9300,40.6198,1,11,63.97,292.43,13321.10,local,Mac OS X,aarch64,15.2,8,8.51,61.50,8192.00
895,9590.2880,7325.5329,0.9100,134.3782,1,11,62.19,347.23,13334.53,local,Mac OS X,aarch64,15.2,8,8.69,56.67,8192.00
896,9590.2880,7393.5126,0.9500,67.9797,1,11,63.84,372.62,13348.55,local,Mac OS X,aarch64,15.2,8,8.04,62.73,8192.00
897,9590.2880,7079.3654,0.9700,314.1472,1,11,63.87,565.37,13362.63,local,Mac OS X,aarch64,15.2,8,8.78,73.84,8192.00
898,9590.2880,6943.5116,0.9700,135.8538,1,11,63.84,465.25,13376.82,local,Mac OS X,aarch64,15.2,8,9.40,61.28,8192.00
899,9590.2880,6842.8039,0.9600,100.7076,1,11,63.79,432.96,13391.19,local,Mac OS X,aarch64,15.2,8,8.64,59.55,8192.00
900,9590.2880,7023.6706,0.9800,180.8666,1,11,64.72,505.74,13405.15,local,Mac OS X,aarch64,15.2,8,8.38,62.92,8192.00
901,9590.2880,7310.8181,0.9700,287.1475,1,11,64.69,547.28,13419.75,local,Mac OS X,aarch64,15.2,8,7.66,150.44,8192.00
902,9590.2880,7357.6284,0.9700,46.8103,1,11,64.23,540.80,13433.84,local,Mac OS X,aarch64,15.2,8,7.92,84.56,8192.00
903,9590.2880,7134.5743,0.9800,223.0541,1,11,63.15,350.87,13448.30,local,Mac OS X,aarch64,15.2,8,8.15,72.47,8192.00
904,9590.2880,7136.9610,0.9700,2.3868,1,11,62.01,375.33,13462.38,local,Mac OS X,aarch64,15.2,8,7.51,73.03,8192.00
905,9590.2880,7253.2778,0.9500,116.3167,1,11,62.79,455.74,13477.18,local,Mac OS X,aarch64,15.2,8,8.14,92.48,8192.00
906,9590.2880,7569.0998,0.9200,315.8220,1,11,63.16,374.04,13491.21,local,Mac OS X,aarch64,15.2,8,7.90,82.31,8192.00
907,9590.2880,7478.4964,0.9600,90.6033,1,11,63.05,513.37,13506.10,local,Mac OS X,aarch64,15.2,8,10.78,145.66,8192.00
908,9590.2880,7120.8628,0.9400,357.6336,1,11,64.33,526.07,13520.79,local,Mac OS X,aarch64,15.2,8,9.91,86.13,8192.00
909,9590.2880,7072.0262,0.9500,48.8366,1,11,63.29,441.85,13535.51,local,Mac OS X,aarch64,15.2,8,8.93,88.53,8192.00
910,9590.2880,7226.7801,0.9600,154.7539,1,11,62.48,534.75,13550.91,local,Mac OS X,aarch64,15.2,8,8.96,96.89,8192.00
911,9590.2880,7404.0798,0.9300,177.2997,1,11,62.03,510.67,13566.21,local,Mac OS X,aarch64,15.2,8,9.07,61.19,8192.00
912,9590.2880,7412.9802,0.9200,8.9004,1,11,62.96,279.31,13581.08,local,Mac OS X,aarch64,15.2,8,10.63,76.23,8192.00
913,9590.2880,7427.3436,0.9400,14.3634,1,11,60.39,408.04,13595.58,local,Mac OS X,aarch64,15.2,8,9.90,63.67,8192.00
914,9590.2880,7232.3961,0.9600,194.9475,1,11,65.48,549.37,13610.02,local,Mac OS X,aarch64,15.2,8,9.57,70.88,8192.00
915,9590.2880,7201.0102,0.9500,31.3859,1,11,63.96,414.68,13624.73,local,Mac OS X,aarch64,15.2,8,8.82,78.72,8192.00
916,9590.2880,7066.8095,0.9500,134.2007,1,11,63.26,543.04,13639.37,local,Mac OS X,aarch64,15.2,8,8.55,123.27,8192.00
917,9590.2880,7061.0320,0.9400,5.7775,1,11,63.95,532.32,13654.13,local,Mac OS X,aarch64,15.2,8,8.46,85.77,8192.00
918,9590.2880,7124.7005,0.9300,63.6685,1,11,64.40,393.59,13668.08,local,Mac OS X,aarch64,15.2,8,9.03,78.92,8192.00
919,9590.2880,7400.7168,0.9700,276.0162,1,11,64.77,331.50,13682.53,local,Mac OS X,aarch64,15.2,8,9.32,61.30,8192.00
920,9590.2880,7845.5467,0.9300,444.8299,1,11,62.59,368.82,13696.51,local,Mac OS X,aarch64,15.2,8,8.91,127.83,8192.00
921,9590.2880,7572.4149,0.9300,273.1318,1,11,62.03,556.98,13711.37,local,Mac OS X,aarch64,15.2,8,8.71,79.98,8192.00
922,9590.2880,7272.9555,0.9600,299.4594,1,11,65.50,460.78,13725.57,local,Mac OS X,aarch64,15.2,8,8.25,68.58,8192.00
923,9590.2880,7217.0372,0.9300,55.9183,1,11,64.48,546.59,13739.82,local,Mac OS X,aarch64,15.2,8,8.00,60.73,8192.00
924,9590.2880,7210.2230,0.9500,6.8142,1,11,62.83,469.38,13753.72,local,Mac OS X,aarch64,15.2,8,8.91,93.27,8192.00
925,9590.2880,7344.2953,0.9500,134.0724,1,11,63.23,526.32,13768.07,local,Mac OS X,aarch64,15.2,8,9.18,58.08,8192.00
926,9590.2880,7267.0305,0.9700,77.2648,1,11,63.33,394.62,13782.60,local,Mac OS X,aarch64,15.2,8,9.42,65.53,8192.00
927,9590.2880,7066.9790,0.9700,200.0515,1,11,62.13,380.39,13797.32,local,Mac OS X,aarch64,15.2,8,8.78,61.63,8192.00
928,9590.2880,7218.4826,0.9200,151.5035,1,11,64.14,514.72,13811.35,local,Mac OS X,aarch64,15.2,8,8.26,82.78,8192.00
