Generación,Mejor Fitness Generación,Fitness Global,Fitness Promedio,Diversidad,Peor Fitness,CPU (%),Memoria (%),Tiempo (s),Goles Favor,Goles Contra,Chromosoma,OS,OS Version,Java Version,OS Arquitectura,CPUs (configurados),Population Size,Mutation Rate,Crossover Rate,Core0 (%),Core1 (%),Core2 (%),Core3 (%),Core4 (%),Core5 (%),Core6 (%),Core7 (%)
118,45309.20,45309.20,43611.99,246.69,1.00,35.33,80.090,9208.392,3,11,"48.57",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.32,25.95,22.49,20.63,45.71,44.56,43.79,43.12
119,45309.20,45309.20,43661.15,247.51,39430.00,35.21,79.819,9285.796,3,11,"98.91",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.14,26.17,22.67,20.08,45.47,44.56,43.56,42.88
120,45309.20,45309.20,43748.31,248.85,39279.20,38.91,84.337,9361.625,3,11,"48.57",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,42.83,32.98,30.21,26.70,45.91,44.82,44.17,43.58
121,45309.20,45309.20,20745.93,253.02,1.00,36.70,79.403,9437.959,3,11,"57.30",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,38.15,28.62,25.42,23.20,45.78,45.23,43.81,43.21
122,45309.20,45309.20,43023.50,250.94,39279.20,38.67,79.562,9516.401,3,11,"3.65",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.97,33.09,29.99,27.02,45.76,44.90,44.09,43.44
123,45309.20,45309.20,44070.88,247.50,39279.20,34.81,79.173,9593.574,3,11,"2.55",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.47,24.65,21.97,20.44,45.33,44.47,43.27,42.77
124,45309.20,45309.20,44186.25,245.57,39128.40,36.41,78.612,9669.724,3,11,"5.86",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,38.99,27.82,24.68,22.75,45.04,44.66,43.78,43.48
125,45309.20,45309.20,44158.01,244.51,1.00,35.99,78.248,9744.801,3,11,"68.35",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.37,27.51,23.36,21.18,46.06,44.97,43.88,43.49
126,45309.20,45309.20,44234.96,245.55,39430.00,35.33,78.690,9821.416,3,11,"57.30",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.32,26.65,23.62,21.20,44.92,44.45,43.50,42.81
127,45309.20,45309.20,44202.13,246.01,39430.00,34.61,78.242,9898.855,3,11,"2.55",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,34.23,25.13,22.07,19.69,45.08,44.22,43.36,42.95
128,45309.20,45309.20,44498.46,244.65,39580.80,35.10,78.427,9975.078,3,11,"71.35",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.29,25.27,22.06,20.37,45.29,44.99,43.54,42.92
129,45309.20,45309.20,44245.15,247.16,39279.20,35.29,79.026,10050.196,3,11,"41.62",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.51,25.75,22.16,20.37,45.18,44.62,43.50,43.10
130,45309.20,45309.20,44226.05,247.06,39580.80,37.48,79.683,10126.838,3,11,"98.91",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.02,31.59,27.43,25.08,44.96,44.31,43.37,43.02
131,45309.20,45309.20,44379.33,246.09,39580.80,34.90,79.148,10203.108,3,11,"95.93",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,34.84,25.59,22.08,19.86,45.40,44.57,43.91,42.86
132,45309.20,45309.20,44322.07,246.20,39430.00,35.33,80.052,10279.767,3,11,"50.42",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.27,25.73,23.15,20.72,45.48,44.68,43.32,43.13
133,45309.20,45309.20,44167.62,247.28,39279.20,35.19,79.428,10355.672,3,11,"44.01",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.37,25.84,22.96,19.69,45.06,44.36,43.42,42.78
134,45309.20,45309.20,44174.53,249.56,39128.40,35.87,80.187,10431.245,3,11,"43.22",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.40,26.81,23.08,20.80,46.00,45.14,44.06,43.49
135,45309.20,45309.20,44276.70,247.97,39430.00,35.05,79.960,10508.677,3,11,"7.79",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,34.88,25.89,22.63,20.13,45.20,44.66,43.77,43.15
136,45309.20,45309.20,44357.36,248.55,39430.00,39.39,79.587,10586.717,3,11,"34.75",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,42.21,35.02,31.05,28.14,45.84,44.91,44.22,43.54
137,45309.20,45309.20,44358.66,249.19,39279.20,49.92,83.091,10663.155,3,11,"62.96",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,60.69,54.95,51.80,49.07,48.02,46.43,44.75,43.69
138,45309.20,45309.20,44400.59,248.33,39430.00,47.83,82.516,10739.899,3,11,"92.06",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,56.55,52.31,48.57,46.10,46.42,45.04,44.09,43.59
139,45309.20,45309.20,44323.74,249.89,39580.80,49.75,82.882,10815.209,3,11,"60.49",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,61.50,57.83,51.67,48.34,46.00,45.24,44.02,43.39
140,45309.20,45309.20,44326.40,250.07,39580.80,38.62,83.392,10892.136,3,11,"11.98",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,41.61,33.71,29.31,26.37,45.54,44.94,44.06,43.46
141,45309.20,45309.20,44215.26,251.13,39279.20,35.31,79.243,10969.100,3,11,"11.98",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,34.97,26.61,23.25,20.63,45.20,44.84,43.69,43.14
142,45309.20,45309.20,44267.59,250.15,39430.00,35.57,79.227,11045.457,3,11,"51.13",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.34,27.15,23.68,20.85,45.32,44.42,43.75,42.97
143,45309.20,45309.20,44235.86,250.20,1.00,34.96,79.216,11120.871,3,11,"60.49",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.06,25.29,22.07,19.95,45.23,44.43,43.47,43.09
144,45309.20,45309.20,44199.51,251.77,39279.20,35.24,79.379,11198.448,3,11,"51.18",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.75,26.35,22.44,20.02,45.59,44.83,43.73,43.03
145,45309.20,45309.20,44281.88,251.90,39580.80,35.60,79.872,11276.559,3,11,"69.86",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.82,26.64,23.80,21.07,45.59,44.75,43.83,43.20
146,45309.20,45309.20,44119.32,251.53,39128.40,34.93,79.350,11353.481,3,11,"69.86",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.63,25.73,22.08,19.76,45.01,44.46,43.53,43.13
147,45309.20,45309.20,44196.97,252.81,39279.20,34.69,79.511,11430.118,3,11,"51.13",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.94,24.72,21.81,18.77,45.14,44.55,43.41,43.01
148,45309.20,45309.20,44467.45,251.29,39430.00,34.99,79.524,11505.985,3,11,"58.29",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.63,25.92,22.22,19.71,45.15,44.59,43.68,42.92
149,45309.20,45309.20,44289.40,250.52,39128.40,36.19,80.069,11581.953,3,11,"17.83",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.24,28.26,24.86,21.69,46.25,44.91,43.94,43.20
150,45309.20,45309.20,44325.59,251.03,39430.00,35.10,80.084,11658.529,3,11,"80.60",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.41,25.47,22.55,20.39,45.21,44.69,43.92,43.11
151,45309.20,45309.20,44093.13,252.52,1.00,34.90,79.674,11734.772,3,11,"24.90",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.39,25.04,21.79,19.82,44.91,44.39,43.65,43.08
152,45309.20,45309.20,44262.32,251.85,39731.60,34.99,79.838,11810.265,3,11,"5.23",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.30,25.25,21.62,19.57,45.70,44.73,43.55,43.04
153,45309.20,45309.20,44255.03,251.48,1.00,35.28,79.786,11886.557,3,11,"99.64",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.02,26.58,22.80,20.09,45.45,44.66,43.66,42.90
154,45309.20,45309.20,44114.21,252.53,39430.00,35.04,79.301,11962.760,3,11,"51.13",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.00,25.76,23.22,19.81,45.42,44.44,43.47,43.04
155,45309.20,45309.20,44260.38,250.27,39430.00,34.45,79.714,12038.629,3,11,"77.68",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,34.74,24.57,21.04,18.14,45.73,44.87,43.65,42.70
156,45309.20,45309.20,44247.16,251.50,39279.20,35.37,79.593,12114.804,3,11,"66.84",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.84,25.71,22.58,19.66,45.43,44.57,43.90,43.12
157,45309.20,45309.20,44351.38,252.04,39430.00,36.23,80.584,12190.808,3,11,"93.56",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,38.50,28.12,24.82,22.32,45.23,44.49,43.48,42.77
158,45309.20,45309.20,44324.67,253.54,39430.00,35.76,79.938,12268.549,3,11,"3.65",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.47,26.94,23.90,20.94,45.70,44.74,44.05,43.20
159,45309.20,45309.20,44092.50,253.18,1.00,34.79,80.142,12344.063,3,11,"99.64",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,34.71,24.73,21.59,19.95,45.51,44.94,43.57,43.21
160,45309.20,45309.20,44177.91,252.32,1.00,39.37,78.959,12420.721,3,11,"77.30",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,42.47,33.08,29.82,27.30,47.39,45.86,44.82,44.01
161,45309.20,45309.20,20869.24,253.97,1.00,37.71,80.289,12497.318,3,11,"94.60",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.93,31.67,26.96,24.54,45.77,44.86,43.82,43.06
162,45309.20,45309.20,42597.01,254.19,1.00,35.64,79.657,12574.411,3,11,"1.93",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.28,26.81,23.35,20.74,45.88,44.95,43.80,43.15
163,45309.20,45309.20,44028.69,249.78,39430.00,34.84,79.400,12650.218,3,11,"24.99",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,34.27,25.58,21.96,19.95,45.35,44.81,43.57,43.18
164,45309.20,45309.20,44150.99,249.17,1.00,38.55,79.865,12725.695,3,11,"78.70",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.98,32.60,29.24,27.67,45.90,44.83,43.78,43.32
165,45309.20,45309.20,44182.46,245.73,1.00,36.91,81.330,12802.041,3,11,"77.68",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.23,28.85,25.38,23.16,45.69,45.05,44.08,43.44
166,45309.20,45309.20,44329.95,245.73,39430.00,40.54,80.184,12878.574,3,11,"3.65",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,44.43,36.89,33.36,30.56,46.26,45.36,44.15,43.50
167,45309.20,45309.20,44387.73,248.03,39580.80,39.45,80.337,12954.607,3,11,"94.60",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,42.07,34.24,31.18,28.93,46.27,45.42,44.12,43.35
168,45309.20,45309.20,44315.27,246.86,1.00,35.56,80.236,13030.471,3,11,"80.60",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.63,26.83,23.49,21.40,45.31,44.89,43.96,42.86
169,45309.20,45309.20,44289.58,248.70,39279.20,37.28,80.206,13106.589,3,11,"58.91",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.69,29.56,26.50,23.38,46.06,45.27,44.13,43.53
170,45309.20,45309.20,44261.35,248.38,39128.40,37.56,79.033,13182.425,3,11,"72.85",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.49,30.97,27.01,24.88,45.41,44.64,43.71,43.18
171,45309.20,45309.20,44235.43,247.68,39128.40,35.32,78.203,13258.034,3,11,"92.27",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.56,27.29,23.03,20.23,45.22,44.75,43.38,42.95
172,45309.20,45309.20,43964.54,249.59,1.00,35.20,78.011,13334.222,3,11,"10.92",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.02,25.69,22.53,20.27,45.81,45.09,43.77,43.27
173,45309.20,45309.20,44318.94,248.88,39279.20,34.90,78.823,13410.864,3,11,"68.10",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.92,25.06,21.89,20.53,45.05,44.18,43.49,42.93
174,45309.20,45309.20,44203.29,247.08,39430.00,35.18,79.288,13487.136,3,11,"85.65",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.00,25.89,22.81,20.02,44.97,44.23,43.47,42.92
175,45309.20,45309.20,44314.63,247.29,39279.20,35.19,78.796,13563.117,3,11,"99.23",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.34,26.56,22.67,20.30,45.34,44.42,43.93,42.77
176,45309.20,45309.20,44352.58,245.60,39430.00,35.40,79.152,13640.065,3,11,"80.60",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.87,27.00,23.17,20.97,45.21,44.40,43.56,42.89
177,45309.20,45309.20,44334.17,246.18,39279.20,35.08,79.354,13716.513,3,11,"18.51",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.62,25.45,22.40,20.65,45.14,44.70,43.65,42.88
178,45309.20,45309.20,44142.19,246.03,1.00,35.29,79.718,13792.910,3,11,"61.33",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.69,25.63,22.80,20.59,44.91,44.22,43.56,42.82
179,45309.20,45309.20,44317.90,244.46,39580.80,35.17,79.190,13868.377,3,11,"7.28",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.11,25.63,22.02,19.82,45.67,44.95,43.87,43.11
180,45309.20,45309.20,44397.60,243.16,39430.00,34.69,79.526,13945.024,3,11,"61.33",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,34.75,25.94,21.26,18.82,45.45,44.53,43.69,42.93
181,45309.20,45309.20,44126.32,245.67,39128.40,34.63,79.219,14021.290,3,11,"95.80",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,34.85,24.98,21.61,19.68,45.08,44.53,43.37,42.77
182,45309.20,45309.20,44282.74,247.10,39580.80,36.24,79.828,14096.358,3,11,"61.33",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.20,27.95,24.68,21.68,45.22,44.59,43.43,43.08
183,45309.20,45309.20,44346.99,246.86,39128.40,36.80,79.398,14173.712,3,11,"37.74",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.18,29.16,25.48,22.36,45.55,44.73,43.66,43.16
184,45309.20,45309.20,44143.29,245.09,39279.20,36.16,79.597,14250.440,3,11,"38.53",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.35,28.15,24.37,21.21,45.84,44.85,44.20,43.17
185,45309.20,45309.20,44387.18,243.50,39580.80,34.94,79.591,14326.376,3,11,"72.44",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,34.64,25.92,22.56,20.15,44.92,44.51,43.53,43.09
186,45309.20,45309.20,44265.48,245.75,39580.80,34.95,79.201,14404.166,3,11,"33.85",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.04,25.04,22.04,20.11,45.34,44.85,43.88,43.21
187,45309.20,45309.20,44364.47,245.19,39430.00,36.37,79.774,14481.096,3,11,"18.76",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.97,28.33,24.81,22.27,45.49,44.95,43.74,43.29
188,45309.20,45309.20,44291.36,245.16,39430.00,35.14,79.983,14557.001,3,11,"62.96",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.75,25.75,23.02,20.42,45.30,44.26,43.65,42.79
189,45309.20,45309.20,44293.61,246.69,39279.20,35.80,79.451,14634.120,3,11,"80.60",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.25,27.83,24.01,21.50,45.26,44.84,43.71,42.97
190,45309.20,45309.20,44333.69,247.08,39580.80,37.02,79.189,14711.432,3,11,"72.44",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.63,28.87,25.30,23.67,46.54,45.68,44.74,43.59
191,45309.20,45309.20,44393.05,249.21,39430.00,39.31,80.029,14787.381,3,11,"37.74",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,44.09,33.51,30.44,27.75,45.93,45.26,44.01,43.30
192,45309.20,45309.20,44260.49,247.75,39580.80,35.67,79.026,14864.330,3,11,"79.25",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.55,26.37,23.38,20.50,45.79,44.80,43.65,43.21
193,45309.20,45309.20,44551.31,247.81,39279.20,38.88,79.863,14940.844,3,11,"20.75",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,41.32,33.60,29.61,27.65,46.01,45.25,44.34,43.23
194,45309.20,45309.20,44244.64,248.00,39279.20,34.48,79.775,15017.192,3,11,"80.60",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,34.44,24.35,21.35,19.55,45.16,44.37,43.55,42.95
195,45309.20,45309.20,44200.64,247.40,39279.20,35.46,79.587,15093.988,3,11,"34.80",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.50,25.83,22.59,20.85,45.59,44.73,43.60,42.86
196,45309.20,45309.20,44148.21,248.05,38977.60,36.57,79.498,15170.072,3,11,"61.47",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,38.32,27.58,25.04,21.57,46.18,45.48,44.49,43.82
197,45309.20,45309.20,44272.80,248.81,1.00,35.43,79.873,15247.378,3,11,"4.23",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.88,26.04,23.29,20.51,45.33,45.17,43.76,43.27
198,45309.20,45309.20,44304.45,248.83,39430.00,34.88,79.879,15324.706,3,11,"33.68",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,34.74,25.87,22.44,20.04,44.83,44.44,43.27,43.37
199,45309.20,45309.20,44344.61,248.62,39279.20,35.00,79.270,15402.341,3,11,"33.68",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.67,25.25,21.96,19.54,45.70,44.67,43.90,43.12
200,45309.20,45309.20,44286.82,248.59,39430.00,36.92,79.320,15479.358,3,11,"30.27",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.38,28.84,25.17,23.51,45.41,44.76,43.78,43.45
201,45309.20,45309.20,20746.96,250.18,1.00,36.53,78.676,15555.434,3,11,"35.50",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,38.45,28.85,24.67,22.39,45.59,45.03,44.03,43.14
202,45309.20,45309.20,41927.46,250.05,1.00,36.57,79.334,15631.551,3,11,"25.14",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.72,28.80,25.32,22.74,45.67,45.10,43.99,43.11
203,45309.20,45309.20,44101.96,250.56,39128.40,35.00,79.186,15707.731,3,11,"6.21",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.53,25.14,22.41,20.43,45.07,44.56,43.60,43.16
204,45309.20,45309.20,44169.59,250.17,39430.00,39.22,79.115,15783.598,3,11,"6.21",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,43.51,33.37,30.77,27.99,45.65,44.97,44.09,43.39
205,45309.20,45309.20,43996.77,250.01,1.00,35.54,78.809,15859.889,3,11,"35.50",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,37.62,26.81,23.58,20.23,44.97,44.37,43.62,43.00
206,45309.20,45309.20,44349.78,249.95,39279.20,35.26,79.449,15936.520,3,11,"86.95",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.66,26.12,22.64,19.73,45.45,45.12,44.01,43.19
207,45309.20,45309.20,44453.20,250.56,39279.20,35.30,78.525,16012.119,3,11,"6.21",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,34.84,25.71,22.51,20.65,46.06,45.13,44.11,43.32
208,45309.20,45309.20,44279.04,252.55,39430.00,36.02,80.018,16088.258,3,11,"46.60",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.61,27.87,24.05,22.02,45.60,44.56,43.75,43.50
209,45309.20,45309.20,44193.48,252.16,1.00,35.33,79.842,16164.426,3,11,"99.15",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.24,25.61,22.13,20.24,45.88,44.99,44.00,43.43
210,45309.20,45309.20,44104.14,253.54,1.00,35.01,79.795,16240.207,3,11,"49.60",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.51,25.67,22.16,19.45,45.59,44.73,43.81,43.09
211,45309.20,45309.20,44227.85,251.73,1.00,35.68,80.024,16316.638,3,11,"6.21",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.86,27.28,23.79,21.62,45.40,44.58,43.58,43.17
212,45309.20,45309.20,44126.40,250.98,39430.00,35.42,80.364,16393.256,3,11,"45.52",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.86,26.29,22.43,20.31,45.72,45.04,43.99,43.61
213,45309.20,45309.20,44281.61,250.34,39279.20,35.27,80.059,16469.499,3,11,"32.24",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.66,25.87,22.54,20.28,45.27,44.63,43.74,43.04
214,45309.20,45309.20,44362.34,250.89,39580.80,37.67,80.732,16545.796,3,11,"10.51",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.39,30.86,27.95,25.36,45.86,45.12,43.62,43.07
215,45309.20,45309.20,44349.39,250.42,39430.00,36.12,80.062,16621.651,3,11,"45.52",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.78,27.98,24.58,22.30,45.66,44.78,43.79,43.00
216,45309.20,45309.20,44218.35,250.75,39128.40,36.77,80.654,16698.194,3,11,"6.21",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,38.72,28.59,25.41,23.28,45.84,45.05,43.70,43.38
217,45309.20,45309.20,44226.76,250.85,39430.00,35.96,80.573,16775.236,3,11,"80.39",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,38.02,27.38,23.47,21.40,45.43,44.61,43.82,43.44
218,45309.20,45309.20,44221.52,251.80,39128.40,35.25,80.886,16851.558,3,11,"15.22",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.74,25.80,22.96,20.14,45.09,44.28,43.94,42.99
219,45309.20,45309.20,44213.07,250.82,39430.00,35.99,80.235,16928.949,3,11,"4.02",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.98,27.47,23.87,21.71,46.19,45.02,44.12,43.37
220,45309.20,45309.20,44253.95,253.47,39580.80,35.38,80.891,17005.618,3,11,"26.28",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.67,26.11,22.89,20.90,45.26,44.80,44.10,43.25
221,45309.20,45309.20,44258.09,252.11,1.00,36.56,80.592,17082.562,3,11,"18.89",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.26,28.25,24.54,22.69,45.47,44.86,43.95,43.32
222,45309.20,45309.20,44304.99,252.91,39580.80,37.74,79.233,17158.967,3,11,"24.67",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.17,31.90,27.06,25.16,45.47,44.94,43.79,43.33
223,45309.20,45309.20,44274.48,254.25,39279.20,36.46,79.167,17235.936,3,11,"4.60",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,38.18,29.36,25.42,22.77,44.92,44.45,43.60,42.82
224,45309.20,45309.20,44071.51,253.17,1.00,37.26,79.363,17313.364,3,11,"20.03",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,38.82,29.90,27.07,24.76,45.56,44.57,44.01,43.25
225,45309.20,45309.20,44204.50,253.41,39128.40,37.94,78.433,17391.159,3,11,"99.15",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.66,30.64,27.25,25.12,46.87,45.57,44.17,43.20
226,45309.20,45309.20,44241.77,254.23,39430.00,36.31,79.614,17467.684,3,11,"26.28",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,39.19,26.89,24.09,21.41,45.73,45.15,44.26,43.67
227,45309.20,45309.20,44220.56,254.51,39430.00,35.14,79.630,17543.705,3,11,"63.20",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.84,26.06,23.45,19.61,45.01,44.33,43.60,43.09
228,45309.20,45309.20,44461.08,254.81,39430.00,35.56,79.733,17620.717,3,11,"24.67",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.41,26.79,23.63,20.84,45.22,44.72,44.00,43.26
229,45309.20,45309.20,44145.79,254.15,1.00,36.30,80.529,17696.590,3,11,"99.15",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.82,28.60,24.66,22.33,45.88,44.98,44.09,43.44
230,45309.20,45309.20,44233.74,254.60,39279.20,37.20,79.709,17772.607,3,11,"48.91",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.21,30.11,26.61,23.47,45.29,44.88,43.79,43.14
231,45309.20,45309.20,44197.99,257.22,39580.80,46.72,81.259,17849.847,3,11,"4.16",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,56.18,50.75,46.09,42.21,46.29,44.97,43.94,43.21
232,45309.20,45309.20,44206.10,257.75,39279.20,47.02,81.065,17925.322,3,11,"93.39",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,55.71,52.97,46.29,43.64,45.54,44.86,43.70,43.44
233,45309.20,45309.20,44352.17,258.62,39430.00,45.66,80.578,18001.989,3,11,"75.78",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,54.23,49.03,43.35,39.77,45.78,45.42,44.45,43.38
234,45309.20,45309.20,44166.10,258.32,1.00,35.34,78.866,18077.830,3,11,"64.28",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,36.28,25.74,22.70,20.74,45.47,44.74,43.77,43.20
235,45309.20,45309.20,44202.09,258.15,39580.80,37.43,79.877,18152.538,3,11,"29.08",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,40.74,30.24,26.83,24.11,45.71,44.80,43.89,43.06
236,45309.20,45309.20,44253.13,257.00,39279.20,35.37,79.513,18230.031,3,11,"40.91",Mac OS X,15.4,17.0.8.1,aarch64,1,400,0.45,0.85,35.01,26.38,22.64,21.00,46.04,45.05,43.70,43.00
